http_status,title,url,uuid
200,Quotes to Scrape,https://quotes.toscrape.com/tag/apathy/page/1/,7ef61384-cf95-4ace-8323-8d15f5435b02
200,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",https://quotes.toscrape.com/tag/apathy/page/1/,0c975227-30b4-4c04-931e-7a9986b06df1
200,Quotes to Scrape,https://quotes.toscrape.com/tag/activism/page/1/,1d9adf40-71d5-4494-9caa-3b77f6ebc82b
200,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",https://quotes.toscrape.com/tag/activism/page/1/,39c772f8-465f-4ef5-8f36-226815aca603
200,Quotes to Scrape,https://quotes.toscrape.com/tag/navigation/page/1/,45786b81-20aa-4a1a-9457-fc1457e759df
200,"“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”",https://quotes.toscrape.com/tag/navigation/page/1/,49a8e704-491a-44d1-b5c6-7967d6bf3fdd
200,Quotes to Scrape,https://quotes.toscrape.com/tag/fantasy/page/1/,e2ce2a80-b922-4452-8cfa-af73455c1d14
200,"“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”",https://quotes.toscrape.com/tag/fantasy/page/1/,111ac8a7-7fb4-4c36-b5f7-378fa3dd8cd0
200,Quotes to Scrape,https://quotes.toscrape.com/tag/understand/page/1/,e90a75a0-e7c6-4bd0-8b50-b492ae7b7279
200,"“If you can't explain it to a six year old, you don't understand it yourself.”",https://quotes.toscrape.com/tag/understand/page/1/,4608a45c-d991-4b56-932f-0145584f3845
200,Quotes to Scrape,https://quotes.toscrape.com/tag/simplicity/page/1/,5cf95098-1160-40aa-acd4-1cd68b4b5519
200,"“If you can't explain it to a six year old, you don't understand it yourself.”",https://quotes.toscrape.com/tag/simplicity/page/1/,fdef75b6-a798-43a7-a35f-0fddc8a64d0f
200,Quotes to Scrape,https://quotes.toscrape.com/tag/courage/page/1/,cec99afe-0979-4c98-af34-0e828032f0da
200,"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”",https://quotes.toscrape.com/tag/courage/page/1/,3a986b83-d6b5-4c5a-b22a-f5db3743c99b
200,“It takes courage to grow up and become who you really are.”,https://quotes.toscrape.com/tag/courage/page/1/,2d2ffcf2-dc65-4126-9e65-0be00245f1ba
200,Quotes to Scrape,https://quotes.toscrape.com/tag/sisters/page/1/,271ce6df-b3f0-4d50-a565-cdc3991ab569
200,"“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”",https://quotes.toscrape.com/tag/sisters/page/1/,84f3f6af-4223-4a7d-b9e4-7a10e49d588a
200,Quotes to Scrape,https://quotes.toscrape.com/tag/heartbreak/page/1/,25edec43-b928-4495-bd66-c45e6887b978
200,"“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”",https://quotes.toscrape.com/tag/heartbreak/page/1/,2b68da81-4c9a-455e-bce1-befe177b5b05
200,Quotes to Scrape,https://quotes.toscrape.com/tag/friends/page/1/,1eef3064-8843-4267-a2d0-29cd2a2ba4e8
200,"“This life is what you make it. No matter what, you're going to mess up sometimes, it's a universal truth. But the good part is you get to decide how you're going to mess it up. Girls will be your friends - they'll act like it anyway. But just remember, some come, some go. The ones that stay with you through everything - they're your true best friends. Don't let go of them. Also remember, sisters make the best friends in the world. As for lovers, well, they'll come and go too. And baby, I hate to say it, most of them - actually pretty much all of them are going to break your heart, but you can't give up because if you give up, you'll never find your soulmate. You'll never find that half who makes you whole and that goes for everything. Just because you fail once, doesn't mean you're gonna fail at everything. Keep trying, hold on, and always, always, always believe in yourself, because if you don't, then who will, sweetie? So keep your head high, keep your chin up, and most importantly, keep smiling, because life's a beautiful thing and there's so much to smile about.”",https://quotes.toscrape.com/tag/friends/page/1/,6343d987-edd8-4f31-adfc-c8a6edc56800
200,"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”",https://quotes.toscrape.com/tag/friends/page/1/,70229f03-8163-4a0a-8043-059ca8800ffd
200,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",https://quotes.toscrape.com/tag/friends/page/1/,b8043d36-bb76-4e8c-88ac-bec783d84ba9
200,“There is no friend as loyal as a book.”,https://quotes.toscrape.com/tag/friends/page/1/,8a4438b9-0784-4b27-985c-ac60289aa4e7
